2020-08-25 04:38:37,919 WARNING  From /Users/richard/miniconda3/envs/vesper-0.4.8/lib/python3.6/site-packages/vesper/mpg_ranch/nfc_coarse_classifier_3_0/dataset_utils.py:25: The name tf.FixedLenFeature is deprecated. Please use tf.io.FixedLenFeature instead.

2020-08-25 04:38:38,443 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Clip Album Commands/._Calls.yaml".
2020-08-25 04:38:38,452 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Clip Album Commands/._Coarse.yaml".
2020-08-25 04:38:38,463 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Clip Album Settings/._Resizing Clips, Labels Below.yaml".
2020-08-25 04:38:38,467 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Detection Schedule/._Ithaca 2019.yaml".
2020-08-25 04:38:38,469 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Station Name Aliases/._Station Name Aliases.yaml".
2020-08-25 04:38:38,470 INFO     Job started for command "import" with arguments:
2020-08-25 04:38:38,470 INFO         {
2020-08-25 04:38:38,470 INFO             "importer": {
2020-08-25 04:38:38,470 INFO                 "name": "Recording Importer",
2020-08-25 04:38:38,470 INFO                 "arguments": {
2020-08-25 04:38:38,470 INFO                     "paths": [
2020-08-25 04:38:38,470 INFO                         "/Volumes/Erebus/msgr-vesper-archive/Recordings"
2020-08-25 04:38:38,470 INFO                     ],
2020-08-25 04:38:38,470 INFO                     "recursive": false,
2020-08-25 04:38:38,470 INFO                     "recording_file_parser": {
2020-08-25 04:38:38,470 INFO                         "name": "MPG Ranch Recording File Parser",
2020-08-25 04:38:38,470 INFO                         "arguments": {
2020-08-25 04:38:38,470 INFO                             "station_name_aliases_preset": "Station Name Aliases"
2020-08-25 04:38:38,470 INFO                         }
2020-08-25 04:38:38,470 INFO                     }
2020-08-25 04:38:38,470 INFO                 }
2020-08-25 04:38:38,470 INFO             }
2020-08-25 04:38:38,470 INFO         }
2020-08-25 04:38:39,630 INFO     Found 1 new recording and 105 old recordings at the specified paths.
2020-08-25 04:38:39,631 INFO     The new recordings will be imported.
2020-08-25 04:38:39,641 INFO     Imported recording MSGR / PC / start 2020-08-25 01:26:00+00:00 / duration 6.867 h with files:
2020-08-25 04:38:39,641 INFO         MSGR_2020-08-25_01.26.00_Z.wav
2020-08-25 04:38:39,647 INFO     Job completed.
