2020-09-13 12:16:20,136 WARNING  From /Users/richard/miniconda3/envs/vesper-0.4.8/lib/python3.6/site-packages/vesper/mpg_ranch/nfc_coarse_classifier_3_0/dataset_utils.py:25: The name tf.FixedLenFeature is deprecated. Please use tf.io.FixedLenFeature instead.

2020-09-13 12:16:20,702 INFO     Job started for command "export" with arguments:
2020-09-13 12:16:20,702 INFO         {
2020-09-13 12:16:20,702 INFO             "exporter": {
2020-09-13 12:16:20,703 INFO                 "name": "Clip Metadata CSV File Exporter",
2020-09-13 12:16:20,703 INFO                 "arguments": {
2020-09-13 12:16:20,703 INFO                     "output_file_path": "2020-08 through 2020-10.csv"
2020-09-13 12:16:20,704 INFO                 }
2020-09-13 12:16:20,704 INFO             },
2020-09-13 12:16:20,704 INFO             "detectors": [
2020-09-13 12:16:20,704 INFO                 "Old Bird Tseep Detector Redux 1.1"
2020-09-13 12:16:20,704 INFO             ],
2020-09-13 12:16:20,704 INFO             "station_mics": [
2020-09-13 12:16:20,704 INFO                 "MSGR / 21c"
2020-09-13 12:16:20,704 INFO             ],
2020-09-13 12:16:20,705 INFO             "classification": "Call*",
2020-09-13 12:16:20,707 INFO             "start_date": "2020-08-01",
2020-09-13 12:16:20,707 INFO             "end_date": "2020-10-01"
2020-09-13 12:16:20,707 INFO         }
2020-09-13 12:16:20,729 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-01.
2020-09-13 12:16:20,732 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,736 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-02.
2020-09-13 12:16:20,737 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,740 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-03.
2020-09-13 12:16:20,742 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,745 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-04.
2020-09-13 12:16:20,746 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,750 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-05.
2020-09-13 12:16:20,751 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,756 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-06.
2020-09-13 12:16:20,757 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,761 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-07.
2020-09-13 12:16:20,762 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,765 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-08.
2020-09-13 12:16:20,767 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,770 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-09.
2020-09-13 12:16:20,772 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,776 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-10.
2020-09-13 12:16:20,777 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,781 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-11.
2020-09-13 12:16:20,783 INFO     Exported 0 of 0 visited clips.
2020-09-13 12:16:20,786 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-12.
