2020-08-31 10:15:22,928 WARNING  From /Users/richard/miniconda3/envs/vesper-0.4.8/lib/python3.6/site-packages/vesper/mpg_ranch/nfc_coarse_classifier_3_0/dataset_utils.py:25: The name tf.FixedLenFeature is deprecated. Please use tf.io.FixedLenFeature instead.

2020-08-31 10:15:23,430 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Clip Album Commands/._Calls.yaml".
2020-08-31 10:15:23,440 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Clip Album Commands/._Coarse.yaml".
2020-08-31 10:15:23,451 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Clip Album Settings/._Resizing Clips, Labels Below.yaml".
2020-08-31 10:15:23,456 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Detection Schedule/._Ithaca 2019.yaml".
2020-08-31 10:15:23,458 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Station Name Aliases/._Station Name Aliases.yaml".
2020-08-31 10:15:23,459 INFO     Job started for command "import" with arguments:
2020-08-31 10:15:23,459 INFO         {
2020-08-31 10:15:23,459 INFO             "importer": {
2020-08-31 10:15:23,459 INFO                 "name": "Recording Importer",
2020-08-31 10:15:23,459 INFO                 "arguments": {
2020-08-31 10:15:23,459 INFO                     "paths": [
2020-08-31 10:15:23,459 INFO                         "/Volumes/Erebus/msgr-vesper-archive/Recordings"
2020-08-31 10:15:23,459 INFO                     ],
2020-08-31 10:15:23,459 INFO                     "recursive": false,
2020-08-31 10:15:23,459 INFO                     "recording_file_parser": {
2020-08-31 10:15:23,459 INFO                         "name": "MPG Ranch Recording File Parser",
2020-08-31 10:15:23,459 INFO                         "arguments": {
2020-08-31 10:15:23,459 INFO                             "station_name_aliases_preset": "Station Name Aliases"
2020-08-31 10:15:23,459 INFO                         }
2020-08-31 10:15:23,459 INFO                     }
2020-08-31 10:15:23,459 INFO                 }
2020-08-31 10:15:23,459 INFO             }
2020-08-31 10:15:23,459 INFO         }
2020-08-31 10:15:24,575 INFO     Found 3 new recordings and 109 old recordings at the specified paths.
2020-08-31 10:15:24,575 INFO     The new recordings will be imported.
2020-08-31 10:15:24,603 INFO     Imported recording MSGR / PC / start 2020-08-29 01:19:00+00:00 / duration 7.067 h with files:
2020-08-31 10:15:24,604 INFO         MSGR_2020-08-29_01.19.00_Z.wav
2020-08-31 10:15:24,604 INFO     Imported recording MSGR / PC / start 2020-08-30 01:19:00+00:00 / duration 7.067 h with files:
2020-08-31 10:15:24,604 INFO         MSGR_2020-08-30_01.19.00_Z.wav
2020-08-31 10:15:24,604 INFO     Imported recording MSGR / PC / start 2020-08-31 01:19:00+00:00 / duration 7.067 h with files:
2020-08-31 10:15:24,604 INFO         MSGR_2020-08-31_01.19.00_Z.wav
2020-08-31 10:15:24,615 INFO     Job completed.
