2020-08-21 21:03:49,641 WARNING  From /Users/richard/miniconda3/envs/vesper-0.4.8/lib/python3.6/site-packages/vesper/mpg_ranch/nfc_coarse_classifier_3_0/dataset_utils.py:25: The name tf.FixedLenFeature is deprecated. Please use tf.io.FixedLenFeature instead.

2020-08-21 21:03:50,134 INFO     Job started for command "export" with arguments:
2020-08-21 21:03:50,134 INFO         {
2020-08-21 21:03:50,134 INFO             "exporter": {
2020-08-21 21:03:50,134 INFO                 "name": "Clip Audio Files Exporter",
2020-08-21 21:03:50,134 INFO                 "arguments": {
2020-08-21 21:03:50,134 INFO                     "output_dir_path": "Clips",
2020-08-21 21:03:50,134 INFO                     "clip_file_name_formatter": {
2020-08-21 21:03:50,134 INFO                         "name": "Simple Clip File Name Formatter"
2020-08-21 21:03:50,134 INFO                     }
2020-08-21 21:03:50,134 INFO                 }
2020-08-21 21:03:50,134 INFO             },
2020-08-21 21:03:50,134 INFO             "detectors": [
2020-08-21 21:03:50,134 INFO                 "Old Bird Tseep Detector Redux 1.1"
2020-08-21 21:03:50,134 INFO             ],
2020-08-21 21:03:50,134 INFO             "station_mics": [
2020-08-21 21:03:50,134 INFO                 "MSGR / 21c"
2020-08-21 21:03:50,134 INFO             ],
2020-08-21 21:03:50,134 INFO             "classification": "Call.*",
2020-08-21 21:03:50,134 INFO             "start_date": "2020-08-20",
2020-08-21 21:03:50,135 INFO             "end_date": "2020-12-30"
2020-08-21 21:03:50,135 INFO         }
2020-08-21 21:03:50,164 INFO     Exporter will visit 12 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-20.
2020-08-21 21:03:50,348 INFO     Exported 12 of 12 visited clips.
2020-08-21 21:03:50,352 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-21.
2020-08-21 21:03:50,354 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,359 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-22.
2020-08-21 21:03:50,361 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,369 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-23.
2020-08-21 21:03:50,370 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,377 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-24.
2020-08-21 21:03:50,379 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,383 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-25.
2020-08-21 21:03:50,385 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,390 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-26.
2020-08-21 21:03:50,393 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,396 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-27.
2020-08-21 21:03:50,398 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,402 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-28.
2020-08-21 21:03:50,403 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,407 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-29.
2020-08-21 21:03:50,409 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,413 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-30.
2020-08-21 21:03:50,414 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,418 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-08-31.
2020-08-21 21:03:50,419 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,423 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-09-01.
2020-08-21 21:03:50,426 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,430 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-09-02.
2020-08-21 21:03:50,431 INFO     Exported 0 of 0 visited clips.
2020-08-21 21:03:50,435 INFO     Exporter will visit 0 clips for detector "Old Bird Tseep Detector Redux 1.1", station "MSGR", mic output "21c Output", and date 2020-09-03.
