2020-10-29 09:09:50,022 WARNING  From /Users/richard/miniconda3/envs/vesper-0.4.8/lib/python3.6/site-packages/vesper/mpg_ranch/nfc_coarse_classifier_3_0/dataset_utils.py:25: The name tf.FixedLenFeature is deprecated. Please use tf.io.FixedLenFeature instead.

2020-10-29 09:09:51,016 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Clip Album Commands/._Calls.yaml".
2020-10-29 09:09:51,030 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Clip Album Commands/._Coarse.yaml".
2020-10-29 09:09:51,041 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Clip Album Settings/._Resizing Clips, Labels Below.yaml".
2020-10-29 09:09:51,047 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Detection Schedule/._Ithaca 2019.yaml".
2020-10-29 09:09:51,049 ERROR    Preset manager could not read preset file "/Volumes/Erebus/msgr-vesper-archive/Presets/Station Name Aliases/._Station Name Aliases.yaml".
2020-10-29 09:09:51,049 INFO     Job started for command "import" with arguments:
2020-10-29 09:09:51,050 INFO         {
2020-10-29 09:09:51,050 INFO             "importer": {
2020-10-29 09:09:51,050 INFO                 "name": "Recording Importer",
2020-10-29 09:09:51,050 INFO                 "arguments": {
2020-10-29 09:09:51,050 INFO                     "paths": [
2020-10-29 09:09:51,050 INFO                         "/Volumes/Erebus/msgr-vesper-archive/Recordings"
2020-10-29 09:09:51,050 INFO                     ],
2020-10-29 09:09:51,050 INFO                     "recursive": false,
2020-10-29 09:09:51,050 INFO                     "recording_file_parser": {
2020-10-29 09:09:51,050 INFO                         "name": "MPG Ranch Recording File Parser",
2020-10-29 09:09:51,050 INFO                         "arguments": {
2020-10-29 09:09:51,050 INFO                             "station_name_aliases_preset": "Station Name Aliases"
2020-10-29 09:09:51,050 INFO                         }
2020-10-29 09:09:51,050 INFO                     }
2020-10-29 09:09:51,050 INFO                 }
2020-10-29 09:09:51,050 INFO             }
2020-10-29 09:09:51,050 INFO         }
2020-10-29 09:09:52,666 INFO     Found 1 new recording and 168 old recordings at the specified paths.
2020-10-29 09:09:52,666 INFO     The new recordings will be imported.
2020-10-29 09:09:52,682 INFO     Imported recording MSGR / PC / start 2020-10-28 23:22:00+00:00 / duration 10.400 h with files:
2020-10-29 09:09:52,682 INFO         MSGR_2020-10-28_23.22.00_Z.wav
2020-10-29 09:09:52,689 INFO     Job completed.
